COUNCIL_NAME,POLLING_STATION,inscrits,votants,votes,nuls,blancs,biya,garga,kamto,cabral,matomba,akere,ndam,ndifor,osih
Yaounde I,Club Camtel E,335,114,114,0,0,66,1,27,15,1,0,1,0,3
Yaounde I,Club Camtel G,318,97,95,0,2,47,2,22,19,0,0,0,1,4
Yaounde I,Club Camtel H,306,152,151,1,0,89,1,31,25,2,0,0,1,2
Yaounde I,Club Camtel I,308,123,122,1,,66,01,31,16,01,00,00,01,06
Yaounde I,College Adventiste A,331,178,178,00,,111,03,44,17,00,01,00,01,01
Yaounde I,College Adventiste C,333,133,140,02,00,84,01,32,15,01,02,00,03,00
Yaounde I,College Adventiste E,282,122,119,03,,67,03,21,20,03,01,00,01,03
Yaounde I,College Blaise Pascal A,367,162,162,00,00,101,01,32,15,01,00,01,02,08
Yaounde I,College Blaise Pascal B,188,86,86,00,00,57,00,18,07,01,01,00,00,02
Yaounde I,College Matamfem A,339,133,132,01,,78,03,22,24,00,00,01,00,04
Yaounde I,College Matamfem C,302,102,102,00,00,53,01,27,19,00,00,00,00,02
Yaounde I,College Mvom Nnam A,361,240,239,1,0,196,0,30,12,0,0,0,0,1
Yaounde I,College Prive Enfant Dafrique A,347,197,195,2,0,130,0,39,21,0,1,0,1,3
Yaounde I,College Prive Enfant Dafrique B,342,173,173,0,0,107,0,51,9,0,0,0,1,5
Yaounde I,College Prive Enfant Dafrique C,330,195,192,3,0,118,0,43,25,0,1,2,1,2
Yaounde I,Commissariat Central A,211,108,108,0,0,84,0,12,9,2,0,0,0,1
Yaounde I,Commissariat Central B,219,107,107,0,0,79,0,15,10,0,0,0,0,3
Yaounde I,Commissariat Special Chemin De Fer A,176,72,70,00,00,42,01,10,14,00,00,01,00,02
Yaounde I,Complexe Scol Les Fleurettes A,400,179,177,02,,111,01,33,22,01,00,00,01,08
Yaounde I,Complexe Scol Les Fleurettes B,403,181,180,01,,111,03,35,24,00,00,00,03,04
Yaounde I,Complexe Scolaire La Gaiete B,331,122,118,04,00,64,02,27,19,01,00,00,02,03
Yaounde I,Complexe Scolaire La Gaiete C,356,152,150,1,1,86,3,40,9,1,0,3,3,5
Yaounde I,Complexe Scolaire La Gaiete D,350,139,136,03,00,68,05,30,21,01,02,00,01,08
Yaounde I,Complexe Scolaire Ornel A,379,178,176,02,00,86,01,56,21,0,0,0,0,12
Yaounde I,Complexe Scolaire Ornel B,365,176,176,00,00,62,05,77,15,01,00,00,04,12
Yaounde I,Complexe Scolaire Ornel C,383,188,188,01,00,80,10,60,26,00,00,03,01,07
Yaounde I,Complexe Scolaire Pi Ju A,345,196,194,0,1,105,16,43,24,0,0,1,1,4
Yaounde I,Complexe Scolaire Pi Ju D,336,165,162,02,01,70,03,69,11,01,00,01,00,07
Yaounde I,Complexe Scolaire Pi Ju E,308,161,160,00,01,93,07,38,14,00,00,01,01,06
Yaounde I,Complexe Scolaire Pi Ju F,365,135,135,5,0,55,01,39,27,02,00,00,01,05
Yaounde I,Cplexe Scol Mariane Paul A,392,198,197,01,00,126,01,44,15,01,01,00,00,09
Yaounde I,Cplexe Scol Mariane Paul B,70,33,33,00,00,20,00,06,03,00,00,00,00,04
Yaounde I,Dgsn A,344,212,211,00,01,172,00,13,21,03,00,00,01,01
Yaounde I,Dgsn B,349,212,206,1,5,156,1,23,20,1,0,0,0,5
Yaounde I,Dgsn D,317,190,190,00,,132,00,38,17,00,00,00,01,02
Yaounde I,Dgsn F,369,155,155,00,00,120,01,11,20,00,00,00,00,03
Yaounde I,Dgsn G,135,68,67,0,1,50,0,9,5,0,0,1,0,2
Yaounde I,Dispensaire Beau Cesar A,378,226,222,3,1,143,3,44,18,3,2,1,1,7
Yaounde I,Dispensaire Beau Cesar B,371,183,183,0,0,115,1,43,13,1,0,2,1,7
Yaounde I,Dispensaire Beau Cesar C,268,205,205,0,0,106,0,68,17,1,0,1,0,7
Yaounde I,Dispensaire Beau Cesar D,363,213,213,0,0,143,2,40,19,2,0,3,1,3
Yaounde I,Dispensaire Beau Cesar E,346,173,173,00,00,78,00,72,11,03,02,03,00,04
Yaounde I,Dispensaire Beau Cesar F,380,147,147,02,00,95,01,29,11,02,00,04,00,03
Yaounde I,Dispensaire Beau Cesar G,379,185,185,00,00,101,03,46,19,02,00,04,01,09
Yaounde I,E Francophone De Bastos A,394,142,140,0,2,93,1,29,10,2,0,0,0,5
Yaounde I,E Francophone De Bastos D,338,175,173,2,0,100,3,32,27,1,0,0,3,7
Yaounde I,E M Bilingue Les Libellules B,323,144,143,00,01,99,00,24,16,00,00,00,02,02
Yaounde I,E M Bilingue Les Libellules C,168,90,90,00,00,58,00,19,11,00,00,00,00,02
Yaounde I,E M P Bilingue De Bastos A,397,191,189,2,0,106,2,39,31,0,0,1,1,9
Yaounde I,E M P Bilingue De Bastos B,384,153,152,1,0,74,4,43,21,0,1,0,1,8
Yaounde I,E M P Bilingue De Bastos C,389,172,171,0,0,92,1,41,29,2,0,0,1,5
Yaounde I,E M Privee La Pepiniere A,357,174,174,0,0,119,2,24,22,1,0,0,2,4
Yaounde I,E M Privee La Pepiniere F,332,140,139,1,0,82,2,19,30,2,0,1,0,3
Yaounde I,E M Privee Le Classique A,377,218,214,4,0,123,4,54,15,0,0,4,2,12
Yaounde I,E M Privee Le Classique B,393,149,149,0,0,80,2,34,22,0,0,0,1,10
Yaounde I,E M Privee Le Classique C,395,195,193,02,,124,00,52,13,00,00,00,01,03
Yaounde I,E M Privee Le Classique D,364,202,199,2,1,134,2,50,14,1,0,2,2,4
Yaounde I,E Mat Publique Nkolndom Ii A,365,264,264,0,0,229,1,20,13,1,0,0,0,0
Yaounde I,E P Bilingue De Njoanassi A,416,223,221,2,0,160,1,32,17,1,0,1,1,8
Yaounde I,E P De Mballa Ii A,370,169,165,00,04,118,01,22,15,00,00,01,02,06
Yaounde I,E P De Mballa Ii B,399,129,128,0,1,75,0,35,6,1,0,2,1,8
Yaounde I,E P De Mballa Ii C,370,189,188,1,0,112,2,44,18,1,0,0,4,7
Yaounde I,E P De Mballa Ii D,460,241,237,5,0,124,5,50,29,1,0,2,4,22
Yaounde I,E P De Mballa Vii A,371,192,191,1,1,137,2,27,21,0,0,1,1,2
Yaounde I,E P De Mballa Vii B,356,323,321,2,0,274,2,27,14,0,0,1,1,2
Yaounde I,E P De Mballa Vii C,344,129,128,1,0,100,0,11,11,0,0,1,0,5
Yaounde I,E P De Mballa Vii D,355,173,173,0,0,123,4,32,12,1,0,0,0,1
Yaounde I,E P De Mballa Vii E,168,73,73,3,1,46,1,12,10,0,0,0,0,1
Yaounde I,E P Detoa Meki C,325,163,163,03,00,100,02,27,27,00,01,03,00,02
Yaounde I,E P Detoa Meki D,321,188,188,00,00,127,03,29,19,01,01,03,00,05
Yaounde I,E P Maternelle Privee Le Flambeau A,329,138,135,3,0,67,0,53,11,1,1,0,1,1
Yaounde I,E P Mballa Iv A,375,257,256,1,0,160,3,66,16,0,0,1,1,9
Yaounde I,E P Mballa Iv B,379,212,211,1,0,104,1,78,18,0,1,0,1,8
Yaounde I,E P Mballa Iv C,353,169,168,01,,88,04,62,10,00,00,00,00,04
Yaounde I,E P Mballa Iv D,353,127,125,01,01,83,00,28,10,00,01,00,02,01
Yaounde I,E P Mballa Iv E,377,239,238,1,0,158,2,60,11,1,0,0,2,4
Yaounde I,E P Mballa Iv F,306,158,155,3,0,106,0,27,13,1,0,1,1,6
Yaounde I,E P Mballa Iv G,363,268,264,04,,187,00,57,09,00,01,04,01,06
Yaounde I,E P Mballa Iv H,370,218,218,0,0,101,2,70,28,1,0,2,2,12
Yaounde I,E P Mballa Iv I,368,193,195,1,1,85,0,67,25,2,0,3,2,11
Yaounde I,E P Mfandena I A,329,161,159,0,2,100,5,33,9,1,0,3,1,7
Yaounde I,E P Mfandena I B,339,149,147,2,0,84,0,30,18,1,1,3,1,8
Yaounde I,E P Mfandena I C,364,179,179,0,0,110,0,47,16,1,0,0,0,5
Yaounde I,E P Mfandena I D,205,74,73,1,0,43,1,12,10,0,0,5,0,2
Yaounde I,E P Nyom Ii A,350,212,212,0,0,159,0,34,15,0,0,0,0,4
Yaounde I,E P Nyom Ii B,320,178,176,1,1,132,0,30,10,0,0,1,0,3
Yaounde I,E P Nyom Ii C,316,212,212,0,0,144,1,37,22,1,0,2,1,4
Yaounde I,E P P Catholique St Aloys A,373,209,209,00,01,135,01,52,16,00,00,01,00,02
Yaounde I,E P P Catholique St Aloys B,388,167,165,02,,101,01,46,15,00,00,00,01,01
Yaounde I,E P P Catholique St Aloys C,379,179,179,00,00,121,00,32,18,01,00,02,01,01
Yaounde I,E P P Catholique St Aloys D,388,180,179,01,00,108,01,44,16,01,00,00,01,08
Yaounde I,E P P Catholique St Aloys E,353,168,167,01,,98,01,41,20,00,00,00,02,05
Yaounde I,E P P Catholique St Aloys F,392,171,170,01,,106,01,37,20,02,00,00,00,04
Yaounde I,E P Tsinga Village A,321,200,200,0,0,154,2,31,8,0,2,0,0,3
Yaounde I,E P Tsinga Village B,173,106,104,2,1,60,4,26,9,0,0,0,2,3
Yaounde I,E Pr Cnps A,326,188,187,01,00,60,00,101,20,01,00,02,01,02
Yaounde I,E Pr Cnps B,318,166,164,02,00,47,00,103,13,00,00,00,00,03
Yaounde I,E Pr Cnps C,264,175,174,01,00,70,00,92,05,00,01,00,02,04
Yaounde I,Ecole Bilingue De Bastos A,378,239,234,00,05,174,02,39,09,02,00,01,02,05
Yaounde I,Ecole Bilingue De Bastos B,345,210,208,0,2,141,3,44,13,1,0,2,1,3
Yaounde I,Ecole Bilingue The Champions A,389,210,208,0,2,131,0,39,10,0,0,0,6,22
Yaounde I,Ecole Bilingue The Champions B,403,189,187,1,1,120,0,38,14,1,0,1,0,13
Yaounde I,Ecole Bilingue The Champions C,362,183,183,0,0,109,0,43,15,2,0,0,4,10
Yaounde I,Ecole Bilingue The Champions D,350,160,166,0,0,91,1,38,18,1,1,0,3,13
Yaounde I,Ecole Bilingue The Champions E,392,177,175,02,,98,00,50,14,01,00,00,01,11
Yaounde I,Ecole Bilingue The Champions F,370,166,165,3,2,87,0,53,21,0,2,0,1,1
Yaounde I,Ecole Bilingue The Champions G,385,158,157,01,00,70,02,51,21,00,01,00,03,09
Yaounde I,Ecole Franco Anglaise The Winners A,90,65,65,00,,59,00,02,02,00,00,00,01,01
Yaounde I,Ecole Mat Parc Repiquet A,384,162,162,0,0,77,1,61,13,0,0,1,0,7
Yaounde I,Ecole Mat Parc Repiquet B,387,155,154,1,0,62,3,68,14,1,1,0,0,5
Yaounde I,Ecole Publique Dolembe Ii B,410,216,216,0,2,88,3,104,10,0,1,4,1,3
Yaounde I,Ecole Publique Dolembe Ii C,416,198,198,00,00,73,00,106,10,00,00,02,00,07
Yaounde I,Ecole Publique Dolembe Ii D,402,200,198,02,,78,01,97,09,01,01,04,00,07
Yaounde I,Ecole Publique Dolembe Ii E,408,216,215,1,0,75,0,101,25,1,1,3,0,9
Yaounde I,Ecole Publique Dolembe Ii G,442,234,233,1,0,105,3,92,15,0,0,9,0,9
Yaounde I,Elig Edzoa Chapelle A,354,182,187,1,0,102,3,46,24,1,0,5,0,6
Yaounde I,Elig Edzoa Chapelle B,377,150,150,0,0,96,4,30,15,0,0,0,1,4
Yaounde I,Elig Edzoa Chapelle C,380,152,156,01,00,89,02,32,21,01,00,03,01,07
Yaounde I,Elig Edzoa Chapelle D,311,138,138,01,00,78,00,26,27,00,00,03,01,02
Yaounde I,Elite School A,407,214,211,1,2,115,0,66,16,2,0,1,0,11
Yaounde I,Elite School B,162,165,112,0,0,58,0,32,18,1,0,1,0,0
Yaounde I,Ep Privee Mvogo Mbida A,205,205,204,0,1,167,0,23,11,1,0,0,1,1
Yaounde I,Ep Privee Mvogo Mbida B,300,184,184,0,0,110,0,40,15,1,0,0,0,18
Yaounde I,Eta Major Armee De Terre A,317,191,191,1,0,150,1,19,17,0,0,0,1,2
Yaounde I,Etat Major Marine Nationale A,298,166,163,1,2,144,0,5,10,1,00,0,1,2
Yaounde I,Etat Major Marine Nationale B,154,127,127,0,0,117,2,4,2,0,0,0,2,0
Yaounde I,Etat Major Prc A,386,272,272,01,00,263,00,01,07,00,00,00,00,00
Yaounde I,Etat Major Prc B,372,238,238,03,00,228,00,03,04,00,00,00,00,00
Yaounde I,Etat Major Sapeurs Pompiers A,314,175,171,2,2,132,0,12,20,0,0,0,1,6
Yaounde I,Etoudi Marche A,430,215,214,01,00,141,00,61,01,01,01,04,01,04
Yaounde I,Etoudi Marche B,389,161,161,01,00,99,01,48,,07,00,00,01,04
Yaounde I,Etoudi Marche C,357,184,172,11,,113,00,44,05,01,01,05,03,00
Yaounde I,Etoudi Marche D,367,153,152,1,0,104,4,28,6,1,0,4,2,3
Yaounde I,Etoudi Mosquee B,402,146,146,03,03,83,19,11,26,00,00,01,01,03
Yaounde I,Etoudi Mosquee C,420,206,206,00,,118,25,22,30,01,01,02,00,05
Yaounde I,Fondation Deo Gracia A,393,233,232,01,00,155,01,44,24,02,00,01,00,05
Yaounde I,Fondation Deo Gracia B,372,195,194,1,0,119,1,57,14,0,0,1,1,1
Yaounde I,Fondation Deo Gracia C,343,177,185,5,5,112,8,42,13,0,0,0,3,2
Yaounde I,Fondation Main Douce A,470,259,259,02,00,157,00,62,30,00,00,00,00,08
Yaounde I,Fondation Tsoungui A,378,174,173,1,0,106,2,44,17,1,0,1,1,1
Yaounde I,Fondation Tsoungui C,363,166,166,04,00,86,01,61,12,00,0,01,01,04
Yaounde I,Fondation Tsoungui D,362,205,208,00,02,136,01,52,21,00,00,00,01,04
Yaounde I,Fondation Tsoungui E,366,219,219,02,00,122,02,75,12,02,01,01,00,02
Yaounde I,Fondation Tsoungui F,368,174,174,02,02,86,04,50,20,02,00,01,01,08
Yaounde I,Fondation Tsoungui G,392,187,184,3,0,74,1,70,25,1,0,2,2,9
Yaounde I,Fondation Tsoungui H,361,195,,03,01,82,02,73,23,02,00,03,02,05
Yaounde I,G S B Abomo Ewondo A,390,203,201,02,,129,01,47,17,00,00,00,01,05
Yaounde I,G S B Abomo Ewondo C,386,165,164,1,0,102,2,31,17,0,1,1,1,9
Yaounde I,G S B Pierres Precieuses A,337,154,151,03,00,89,07,32,18,00,00,00,01,04
Yaounde I,G S B Pierres Precieuses B,355,163,162,01,00,90,05,40,13,01,01,03,02,07
Yaounde I,G S B Pierres Precieuses C,325,189,189,00,00,70,05,43,14,01,00,00,01,15
Yaounde I,G S B Pierres Precieuses E,344,221,219,03,01,116,17,50,22,04,00,01,02,05
Yaounde I,G Scolaire Bilingue La Grace A,379,178,176,2,0,110,0,46,11,0,0,0,0,7
Yaounde I,G Scolaire Bilingue La Grace B,369,154,150,1,3,93,1,35,15,1,0,0,1,4
Yaounde I,G Scolaire Bilingue La Grace C,378,188,187,1,0,86,0,81,13,0,0,2,0,5
Yaounde I,G Scolaire Bilingue La Grace D,397,205,205,04,00,93,00,58,35,01,00,00,05,09
Yaounde I,Gpe Sco Bilingue Sinai A,109,112,112,00,00,106,00,03,02,00,00,00,01,00
Yaounde I,Groupe Scolaire Bilik City A,375,219,219,0,0,128,2,67,14,1,0,1,3,3
Yaounde I,Groupe Scolaire Bilik City B,325,187,185,1,0,96,0,64,19,0,0,0,1,5
Yaounde I,Groupe Scolaire Bilingue Ange A,346,172,172,0,0,129,0,25,12,1,0,,1,3
Yaounde I,Groupe Scolaire Bilingue Ange B,292,131,131,00,00,100,01,14,13,00,00,00,01,02
Yaounde I,Groupe Scolaire Bilingue Les A,356,205,203,02,,120,00,58,15,01,01,01,01,06
Yaounde I,Groupe Scolaire La Marfee A,372,258,258,00,00,194,02,34,12,01,00,00,02,16
Yaounde I,Groupe Scolaire La Marfee B,,,,,,178,00,40,11,00,00,00,03,10
Yaounde I,Groupe Scolaire La Marfee C,339,168,168,00,01,117,01,20,19,00,00,02,01,07
Yaounde I,Groupe Scolaire La Marfee D,370,134,133,1,0,77,0,37,9,0,1,1,0,8
Yaounde I,Groupe Scolaire La Marfee E,355,151,151,0,0,71,2,45,17,0,0,0,6,10
Yaounde I,Groupe Scolaire Le Nil A,348,205,205,0,,109,0,81,12,0,0,0,1,2
Yaounde I,Groupe Scolaire Le Nil B,369,195,193,2,2,77,0,88,25,0,0,0,2,1
Yaounde I,Groupe Scolaire Le Nil C,264,144,144,01,00,59,01,57,20,02,01,02,00,01
Yaounde I,Hopital De District Olembe A,397,244,243,1,0,174,2,45,15,1,0,2,0,4
Yaounde I,Hopital De District Olembe C,368,178,171,07,00,108,00,45,12,00,00,01,02,03
Yaounde I,Hopital De District Olembe D,379,164,164,0,0,86,0,57,16,1,0,1,0,3
Yaounde I,Hopital De District Olembe E,356,191,191,00,,108,01,48,20,01,01,05,01,06
Yaounde I,Institut Bilingue Demana A,393,192,193,01,,88,02,77,12,02,00,00,00,12
Yaounde I,Institut Bilingue Demana B,374,178,183,0,0,85,0,78,12,1,1,0,0,6
Yaounde I,Institut Bilingue Demana C,392,172,172,00,00,67,02,86,14,02,00,00,00,01
Yaounde I,Institut Bilingue Demana D,395,182,181,1,0,89,2,63,22,1,0,0,1,3
Yaounde I,Institut Bilingue Demana E,394,182,182,0,0,56,0,106,10,2,0,0,1,7
Yaounde I,Institut Bilingue Demana F,386,207,206,01,,75,00,99,19,01,00,00,02,10
Yaounde I,Institut Moderne Mbassi A,371,254,251,3,0,148,0,70,21,2,1,1,2,6
Yaounde I,Institut Moderne Mbassi B,363,181,181,0,0,104,0,51,21,0,0,1,0,4
Yaounde I,Institut Moderne Mbassi C,320,179,177,2,0,128,0,33,13,1,0,0,0,2
Yaounde I,Institut Moderne Mbassi D,377,248,245,00,,117,00,106,19,00,02,01,00,03
Yaounde I,Institut Moderne Mbassi E,313,142,141,1,0,75,0,42,21,0,0,0,0,3
Yaounde I,Institut Moderne Mbassi F,292,196,194,0,2,122,1,41,21,1,1,0,1,6
Yaounde I,Institut Sup Tech Medicale A,393,212,210,2,0,139,1,58,10,1,0,0,0,1
Yaounde I,Ipar A,344,172,172,02,00,117,00,31,15,00,00,01,00,06
Yaounde I,Ipar B,331,152,151,00,01,77,01,48,20,01,00,00,00,04
Yaounde I,Lycee De Nkol Eton A,366,174,173,1,0,119,2,31,12,1,0,0,1,7
Yaounde I,Lycee De Nkol Eton B,356,126,126,00,00,72,05,28,18,01,01,00,01,02
Yaounde I,Lycee De Nkol Eton C,337,130,128,1,1,89,1,17,17,0,0,1,0,3
Yaounde I,Lycee De Nkol Eton E,256,102,102,00,,61,02,20,12,00,00,01,01,05
Yaounde I,Lycee Delig Essono B,340,166,171,02,02,116,01,29,15,00,01,00,01,04
Yaounde I,Lycee Delig Essono C,327,157,154,3,0,103,2,30,13,1,1,1,0,3
Yaounde I,Lycee Delig Essono D,236,102,102,0,0,73,0,8,16,3,0,0,0,2
Yaounde I,Lycee Demana A,415,224,224,0,0,120,1,71,28,0,0,0,0,4
Yaounde I,Lycee Mballa Ii A,364,195,195,00,00,107,00,49,26,01,00,00,03,09
Yaounde I,Lycee Mballa Ii B,347,151,149,2,1,95,2,30,17,0,0,0,1,4
Yaounde I,Lycee Mballa Ii C,350,144,144,01,00,87,01,30,18,01,00,00,02,02
Yaounde I,Lycee Mballa Ii D,337,158,156,2,0,91,0,35,16,1,0,2,0,11
Yaounde I,Lycee Mballa Ii E,360,133,133,00,00,72,02,33,15,00,01,00,02,08
Yaounde I,Lycee Mballa Ii F,339,118,118,0,0,71,2,25,17,0,0,0,0,3
Yaounde I,Lycee Mballa Ii G,348,157,156,0,1,96,0,29,20,1,0,0,0,10
Yaounde I,Marche Elig Edzoa A,398,204,202,1,1,134,4,41,14,1,0,2,2,4
Yaounde I,Marche Elig Edzoa B,422,160,158,2,0,79,0,55,14,0,0,2,0,8
Yaounde I,Marche Elig Edzoa C,405,160,155,3,2,84,5,45,11,2,0,3,1,4
Yaounde I,Marche Elig Edzoa D,120,62,60,02,00,29,02,21,05,00,00,00,00,03
Yaounde I,Marche Mfoundi B,352,100,100,00,00,62,02,20,12,01,00,01,02,02
Yaounde I,Place St Paul Debendi A,410,315,313,02,00,211,06,72,14,00,00,01,02,07
Yaounde I,Place St Paul Debendi B,331,184,180,4,0,100,4,51,18,1,0,2,0,4
Yaounde I,Poste Agricole De Nkolndom I A,415,260,259,1,1,222,0,13,18,2,0,1,0,3
