COUNCIL_NAME,POLLING_STATION,inscrits,votants,votes,nuls,blancs,biya,garga,kamto,cabral,matomba,akere,ndam,ndifor,osih
Ngaoundal,,,,,,,,,,,,,,,
Ngaoundal,Centre Dinstruction Cpefan A,,,,,,,,,,,,,,
Yaounde V,E Mat Les Petits Futes D,421,185,185,0,0,58,0,109,14,1,0,0,1,2
Yaounde V,E Mat Les Petits Futes E,432,206,204,2,0,55,0,133,12,0,0,0,1,3
Yaounde V,E Mat Les Petits Futes F,418,192,19,0,1,54,0,104,27,0,0,1,0,5
Yaounde V,E Mat Sainte Helene A,381,200,198,02,00,145,02,18,33,00,00,00,00,00
Yaounde V,E Mat Yves Et Les Majorettes I A,416,208,206,2,0,82,0,71,51,0,1,0,0,1
Yaounde V,E Mat Yves Et Les Majorettes I B,449,210,208,02,0,74,1,75,50,0,0,0,1,7
Yaounde V,E Mat Yves Et Les Majorettes Ii A,380,216,214,2,0,88,1,81,36,0,1,0,1,6
Yaounde V,E Mat Yves Et Les Majorettes Ii B,349,149,148,1,0,57,0,57,28,2,0,0,1,3
Yaounde V,E Mat Yves Et Les Majorettes Ii C,368,169,167,02,0,61,2,57,42,1,0,0,0,4
Yaounde V,E Pr La Branche Du Succes A,438,195,193,2,0,81,2,71,24,0,1,2,3,9
Yaounde V,Ecole Les Modeles A,206,117,117,0,0,31,1,67,10,0,1,2,1,4
Yaounde V,Ecole Mat Prim Cesam Crera A,317,146,145,0,1,79,0,40,16,0,1,0,0,9
Yaounde V,Ecole Mat Prim Cesam Crera B,307,150,148,2,0,71,2,41,19,0,0,1,3,11
Yaounde V,Ecole Notre Dame Des Victoires I A,334,145,145,0,0,91,1,27,22,1,1,0,0,2
Yaounde V,Ecole Notre Dame Des Victoires Iii A,453,217,217,00,00,133,01,33,38,01,01,02,02,06
Yaounde V,Ecole Prim Et Mat Les Allouettes A,380,205,205,1,2,111,5,53,22,0,1,5,0,5
Yaounde V,Ecole Prim Et Mat Les Allouettes B,367,160,160,0,0,71,1,52,26,1,0,3,1,5
Yaounde V,Ecole Prim Et Mat Les Allouettes C,374,159,159,2,0,56,4,57,24,1,0,3,3,9
Yaounde V,Ecole Publique De Mfandena A,478,209,209,00,00,117,01,39,38,03,01,01,01,08
Yaounde V,Ecole Publique De Mfandena B,376,185,185,00,00,103,01,42,29,00,01,02,00,07
Yaounde V,Ecole Publique De Mfandena C,363,200,200,00,00,96,02,50,43,02,00,02,00,05
Yaounde V,Ecole Publique De Mfandena D,356,129,129,00,00,73,02,25,20,01,00,00,01,05
Yaounde V,G S B La Republique A,287,187,185,00,02,77,01,85,17,00,00,00,00,05
Yaounde V,G S B Lembryon A,463,269,268,1,0,154,0,89,19,0,0,2,1,3
Yaounde V,G S B Polyvalent Les Colombes A,393,239,237,00,02,90,01,117,21,02,00,01,01,04
Yaounde V,G S B Polyvalent Les Colombes B,406,210,209,01,,71,00,111,11,02,01,00,02,05
Yaounde V,Gpe Scol Bil Majio B,407,196,196,3,0,84,1,63,33,3,0,0,2,7
Yaounde V,Gpe Scol Le Bon Temps A,375,189,187,01,01,73,00,101,10,01,00,00,00,02
Yaounde V,Gpe Scol Le Bon Temps B,363,212,212,00,00,59,00,136,13,00,00,00,00,04
Yaounde V,Gpe Scol Le Bon Temps C,366,182,181,01,00,55,01,95,24,00,00,01,00,05
Yaounde V,Gpe Scol Les Petits Anges A,369,195,191,1,3,90,3,38,47,5,0,3,0,5
Yaounde V,Gpe Scol Les Petits Anges B,370,150,150,0,0,84,2,26,29,0,0,3,0,6
Yaounde V,Gpe Scol Les Petits Anges C,324,137,136,1,0,65,0,28,36,0,1,1,2,3
Yaounde V,Gpe Scol Les Petits Anges D,317,115,115,0,0,66,1,14,25,1,1,2,3,2
Yaounde V,Gpe Scol Les Petits Anges E,347,128,127,1,0,61,1,19,32,2,0,7,1,4
Yaounde V,Gpe Scol Les Petits Anges F,315,116,115,0,0,68,1,18,23,1,0,0,0,4
Yaounde V,Gpe Scol Mewoulou A,358,218,218,00,00,103,02,88,19,00,01,03,00,07
Yaounde V,Grpe Scol Dominique Savio A,412,188,185,3,0,87,3,61,23,0,1,1,1,8
Yaounde V,Grpe Scolaire Bilingue La Samaga A,349,189,189,0,0,106,0,60,9,0,,2,1,11
Yaounde V,Grpe Scolaire Bilingue La Samaga B,340,187,187,0,0,61,0,100,23,1,0,0,2,0
Yaounde V,Grpe Scolaire Bilingue La Samaga C,309,177,177,0,0,92,0,56,22,0,1,1,1,4
Yaounde V,Institut Saint Andre A,371,181,179,02,00,117,00,28,27,1,00,02,01,03
Yaounde V,La Luciole A,165,82,82,1,0,56,1,4,19,0,1,0,0,0
Yaounde V,Lycee De Ngoulmekong J,346,157,155,2,0,64,1,54,31,0,0,0,1,4
Yaounde Vii,,,,,,,,,,,,,,,
Yaounde Vii,Bat Adm Irad A,410,194,194,0,1,100,1,52,23,1,0,1,3,12
Yaounde Vii,Bat Adm Irad B,99,56,56,0,0,18,1,17,17,0,0,0,0,3
Yaounde Vii,Centre De Sante Ebod Mefou A,333,186,186,2,0,125,0,42,11,1,0,1,4,4
Yaounde Vii,Centre De Sante Ebod Mefou B,350,173,173,1,0,113,1,42,12,1,0,0,0,3
Yaounde Vii,Centre De Sante Ebod Mefou C,367,180,179,1,0,83,5,59,1,0,0,1,0,11
Yaounde Vii,Club Agronomique A,348,353,181,0,0,102,3,41,27,0,0,0,1,7
Yaounde Vii,College De La Paix A,409,207,207,01,0,80,0,91,17,1,1,0,2,14
Yaounde Vii,College De La Paix B,431,234,234,0,0,86,4,107,16,1,3,1,0,16
Yaounde Vii,College De La Paix C,401,173,173,4,1,63,0,81,12,1,0,1,1,10
Yaounde Vii,E Mat Nnom Nnam A,438,223,223,0,1,82,1,112,20,0,0,1,1,5
Yaounde Vii,E P Ekorozock B,370,150,149,1,0,81,2,46,13,0,1,0,2,4
Yaounde Vii,E P Ekorozock C,368,165,165,0,1,75,0,73,12,0,0,0,1,3
Yaounde Vii,E P Nkolbisson C,384,172,171,1,0,107,3,24,24,0,1,0,0,11
Yaounde Vii,E P Nkolbisson E,383,160,160,0,1,96,3,33,23,0,0,1,0,3
Yaounde Vii,E P Oyom Abang C,390,170,170,1,0,103,1,37,25,0,0,0,0,3
Yaounde Vii,E P Oyom Abang E,373,158,158,0,0,85,1,48,18,1,0,0,2,3
Yaounde Vii,E Pr B A A,404,213,213,3,2,90,1,89,20,0,1,0,1,8
Yaounde Vii,E Pr B A C,187,190,100,4,3,48,1,28,16,0,0,0,1,2
Yaounde Vii,E Pr Kamdzona A,398,215,215,0,0,165,1,26,18,0,0,0,0,5
Yaounde Vii,E Pr Les Mbomielithes A,369,215,215,1,0,109,0,58,35,2,2,3,0,5
Yaounde Vii,E Pr Les Mbomielithes B,372,178,178,1,0,96,4,48,28,0,1,0,0,0
Yaounde Vii,E Pr Les Mbomielithes C,356,174,174,0,0,85,0,46,38,0,0,0,1,3
Yaounde Vii,E Pr Tebap A,432,195,195,1,0,104,1,62,18,0,0,0,1,8
Yaounde Vii,E Pr Tebap B,440,187,186,1,1,73,5,69,16,0,0,0,1,11
Yaounde Vii,E Pr Theresia Ngondi A,320,191,191,0,1,101,0,68,18,1,0,0,0,2
Yaounde Vii,E Pr Theresia Ngondi B,326,153,152,1,1,91,0,37,19,1,0,0,0,2
Yaounde Vii,E Pr Theresia Ngondi D,340,165,165,0,0,78,0,44,34,1,0,1,1,6
Yaounde Vii,E Privee Le Germinal A,103,49,49,0,0,25,1,11,10,1,0,0,0,1
Yaounde Vii,Ecole Damelie B,353,165,165,1,0,80,1,58,19,0,1,1,0,4
Yaounde Vii,Ecole Publique Fam Assi A,384,345,50,0,0,290,2,43,12,0,0,0,1,2
Yaounde Vii,Ecole Publique Fam Assi B,143,113,113,0,0,74,0,30,7,0,0,0,0,2
Yaounde Vii,G S Bil Onana Jeanne A,141,74,74,1,0,48,1,14,7,1,0,0,0,2
Yaounde Vii,Goupe Scolaire La Ruche A,389,207,207,4,1,130,1,40,26,0,0,1,1,3
Yaounde Vii,Salle Des Actes De La Mairie A,401,203,203,0,0,133,0,33,28,2,0,0,1,6
Batcham,,,,,,,,,,,,,,,
Batcham,C E S De Bantsiet A,288,234,233,1,0,112,3,88,4,1,1,3,2,19
Batcham,Centre De La Jeunesse A,319,210,209,,1,137,3,57,1,,,1,3,7
Batcham,Ces De Bebakouo A,290,220,217,1,2,110,4,76,2,1,8,4,3,9
Batcham,College Polyvalent De Konti A,327,252,249,2,1,161,,66,,,,,,22
Batcham,Cooperative De Nzindong A,411,284,276,8,1,156,4,94,3,2,,2,2,13
Batcham,E P De Badengang Bangang A,359,261,258,2,1,162,3,62,5,1,6,,2,18
Batcham,E P De Bakui A,183,170,170,1,,131,1,21,,,4,2,1,9
Batcham,E P De Balafotio Chefferie A,149,117,116,,1,88,1,19,1,,,,,7
Batcham,E P De Baleghang A,248,191,190,1,,135,,37,1,2,1,1,,13
Batcham,E P De Baleghang B,234,173,175,1,,118,,39,1,1,1,,3,12
Batcham,E P De Balena A,419,339,334,4,1,183,3,114,1,,1,1,2,29
Batcham,E P De Balena B,412,304,300,3,1,136,,130,2,,,1,4,27
Batcham,E P De Balepi A,203,178,166,2,,83,2,59,1,1,2,2,3,13
Batcham,E P De Bambi A,289,212,208,3,1,134,,56,,,1,,,17
Batcham,E P De Bambi B,286,202,197,5,,108,,47,1,,,,12,29
Batcham,E P De Bamboue I A,382,301,300,1,,222,3,51,,1,3,2,6,10
Batcham,E P De Bamboue I B,308,,,,,204,,62,4,1,2,5,3,16
Batcham,E P De Bamboue I C,294,199,197,2,,140,,50,,,,1,3,3
Batcham,E P De Bameboro A,265,188,187,,1,108,,57,3,1,1,1,,16
Batcham,E P De Bamougong Chefferie A,342,255,251,4,,184,1,41,,1,3,1,3,17
Batcham,E P De Bangouang A,433,306,301,5,,169,5,106,,,2,1,3,15
Batcham,E P De Bapepa A,376,294,291,3,,188,1,74,3,1,1,1,2,20
Batcham,E P De Bapepa B,351,221,217,4,,131,1,72,1,,1,,,5
Batcham,E P De Batcham Chefferie A,378,304,297,7,,199,2,61,4,3,3,1,1,23
Batcham,E P De Batcham Chefferie B,287,190,189,,,112,1,55,1,,,,2,18
Batcham,E P De Batoumbi A,302,236,232,4,,142,1,63,,1,,,6,20
Batcham,E P De Bazimbap A,410,336,328,5,3,199,1,105,3,1,3,,2,14
Batcham,E P De Medoumgong A,485,420,418,2,,315,1,72,1,2,,,3,24
Batcham,E P De Nzindong A,342,247,242,5,,133,3,83,1,1,2,1,2,12
Batcham,E P De Tchuelekouet A,316,239,238,1,,155,3,55,5,2,2,1,2,13
Batcham,E P De Tchuelekouet B,287,210,209,1,,138,,55,,,,,,16
Batcham,E P Du Centre Urbain A,369,228,227,1,,107,1,96,2,2,1,1,4,13
Batcham,E P Du Centre Urbain B,114,60,59,1,,28,1,26,1,1,,,,
Batcham,Ecole Cath De Bamefo A,245,204,198,4,2,143,,42,1,4,1,,,7
Batcham,Ecole Cath De Bameghuie A,290,239,232,6,1,156,,68,,,,,,8
Batcham,Ecole Cath De Bangouang A,284,266,262,4,,178,,71,,,,1,,12
Batcham,Ecole Cath De Bangouang B,268,225,222,3,,138,1,66,1,,2,,1,13
Batcham,Ecole Cath De Bangueala Bangang A,248,174,172,2,,125,,27,,,,,,19
Batcham,Ecole Cath De Banguie A,345,,,,,169,,55,1,,,,1,15
Batcham,Ecole Cath De Batchuetio A,396,335,328,4,3,240,3,50,3,2,3,1,1,25
Batcham,Ecole Cath De Batchuetio B,391,293,290,3,,206,1,41,1,1,1,2,4,33
Batcham,Ecole Cath De Batoumoc A,200,162,161,1,,100,1,47,2,,,1,3,6
Batcham,Ecole Cath De Batsepou A,291,249,248,,1,158,,48,,,,12,,30
Batcham,Ecole Cath De Metio A,,,,,,157,,112,2,1,1,9,,56
Batcham,Ecole Cath De Metio B,371,288,288,2,,111,2,105,5,4,3,,4,52
Batcham,Ecole Cath De Metio C,388,221,218,3,,74,2,103,6,,,1,1,31
Batcham,Ecole Cath St Jacques De Bangang A,260,183,182,1,,124,1,41,2,,,1,1,12
Batcham,Ecole Cebec De Balakam A,404,355,353,2,,202,9,117,1,3,1,1,2,17
Batcham,Ecole Cebec De Baletsi A,312,240,240,3,,221,1,102,1,1,,,,11
Batcham,Ecole Cebec De Bamboue Bangang A,243,158,155,3,,101,1,42,,,,1,,10
Batcham,Ecole Cebec De Bamboue Bangang B,262,199,191,3,5,188,1,56,,,,3,,13
Batcham,Ecole Cebec De Bamemba A,230,217,213,4,,154,1,41,3,1,1,4,2,6
Batcham,Ecole Cebec De Bamendou Bangang A,148,125,125,,,93,,23,1,,,1,1,6
Batcham,Ecole Cebec De Bamessang A,411,296,294,2,,192,1,67,4,1,3,2,4,20
Batcham,Ecole Cebec De Bataki A,261,206,210,6,3,120,1,57,1,,7,3,3,8
Batcham,Ecole Cebec De Bataki B,253,244,242,2,,187,,45,,,,,,10
Batcham,Ecole Cebec De Konkeua A,217,171,170,1,,116,,41,,,,1,,12
Batcham,Ecole Cebec De Mena A,350,251,245,6,,187,1,187,2,1,1,1,2,18
Batcham,Ecole Cebec De Nzong A,220,129,128,1,,79,,30,5,2,1,,1,10
Batcham,Ecole Cebec De Nzong B,224,128,126,1,1,86,,29,,1,2,,1,7
Batcham,Foyer Bakapfong A,261,195,194,1,,119,,48,,,1,3,,23
Batcham,Foyer Bakapfong B,263,190,188,1,,123,1,38,5,,3,3,,13
Batcham,Foyer De Baghang I A,312,255,251,4,,118,,97,2,,1,13,1,19
Batcham,Foyer De Balafotio A,396,272,270,2,,172,,70,,,,13,,15
Batcham,Foyer De Baletia A,375,244,263,1,,116,,120,,,,,,33
Batcham,Foyer De Balie A,305,219,218,1,,137,,51,5,1,1,6,1,16
Batcham,Foyer De Bameboro A,292,232,230,3,1,133,2,53,1,1,,1,3,33
Batcham,Foyer De Bameghang A,316,256,255,1,,181,,56,1,,,,8,9
Batcham,Foyer De Bameguea A,329,236,234,2,,127,6,59,2,,1,10,4,25
Batcham,Foyer De Bamembou A,347,262,258,4,1,157,,82,,,,,,19
Batcham,Foyer De Bangouo A,305,228,226,2,,93,1,107,3,3,2,3,7,7
Batcham,Foyer De Bantsa A,282,219,217,2,,140,3,36,2,5,6,3,1,21
Batcham,Foyer De Tomogo I A,268,220,214,3,3,134,,58,1,,,1,1,19
Batcham,Lycee De Bametim Bangang A,211,169,166,3,,85,1,48,1,,3,1,12,15
Batcham,Lycee De Bametim Bangang B,206,167,162,5,,87,3,36,3,,2,,9,22
Batcham,Lycee De Bamougong A,276,261,260,1,,192,,47,,1,,,1,19
Batcham,Lycee De Bamougong B,273,200,199,,1,144,,33,,,,1,,21
Batcham,Lycee De Bangang A,196,123,121,2,,80,1,21,1,1,2,,2,13
Batcham,Lycee Technique De Batcham A,358,284,281,3,,204,,51,,,2,,,24
Bana,,,,,,,,,,,,,,,
Bana,Case Communautaire Bakam A,333,128,,0,1,49,2,59,6,5,2,0,3,1
Bana,Case Communautaire Bapouh A,294,225,,1,0,49,2,100,6,5,5,0,3,1
Bana,Ecole Cebec Konte A,28,19,,0,0,5,0,13,0,0,0,0,1,0
Bana,Ecole Maternelle Basso B,50,27,,0,0,11,0,12,1,1,0,0,0,1
Bana,Ecole Publique Bana Centre B,248,136,,0,0,85,0,37,6,0,0,0,7,1
Bana,Ecole Publique Bandoumkassa A,236,109,0,0,0,45,1,56,0,3,4,0,0,0
Bana,Lycee Classique Bana A,242,105,,1,0,40,3,54,1,0,2,1,1,2
Bana,Tribune Du Marche Bana B,376,76,,0,0,20,3,38,1,0,1,0,5,2
Banwa,,,,,,,,,,,,,,,
Banwa,Centre De Jeunesse De Banwa Centre A,311,187,186,1,0,37,1,134,1,0,3,1,1,8
Banwa,Delegation Agriculture Banwa A,71,38,38,0,0,8,1,27,0,0,0,0,0,0
Banwa,E P Banwa Centre A,143,102,102,0,0,35,18,57,1,1,1,1,1,3
Banwa,Ecole Cath De Moumee Marche A,597,387,381,3,5,147,4,189,5,3,4,2,4,13
Banwa,Ecole Cath De Moumee Marche B,227,155,152,3,0,53,3,74,3,2,1,1,0,15
Banwa,Ep Fotsi Nord A,61,33,33,0,0,7,0,26,0,0,0,0,0,0
Banwa,Foyer Banwa Centre A,364,222,220,2,0,44,1,156,0,0,3,0,11,5
Baham,,,,,,,,,,,,,,,
Baham,Centre Multifonctionnel A,,,,,,54,,110,,,,,,
Baham,Centre Multifonctionnel B,,,,,,44,,27,,,,,,
Baham,Csi De Bahiala A,,,,,,125,,181,,,,,,
Baham,Csi De Bahiala B,,,,,,95,,26,,,,,,
Baham,Csi De Bapi A,,,,,,169,,55,,,,,,
Baham,Ep Banka A,,,,,,58,,127,,,,,,
Baham,Ep Banka B,,,,,,52,,110,,,,,,
Baham,Ep Chengne A,,,,,,113,,124,,,,,,
Baham,Ep Du Centre A,,,,,,46,,111,,,,,,
Baham,Ep Du Centre B,,,,,,44,,61,,,,,,
Baham,Ep Du Centre C,,,,,,42,,96,,,,,,
Baham,Ep Du Centre D,,,,,,79,,114,,,,,,
Baham,Ep Gengarmerie A,,,,,,113,,80,,,,,,
Baham,Ep Gengarmerie B,,,,,,49,,11,,,,,,
Baham,Ep Mafoche A,,,,,,76,,126,,,,,,
Baham,Ep Mafoche B,,,,,,14,,65,,,,,,
Baham,Ep Poumze A,,,,,,113,,173,,,,,,
Baham,Fc Lagweu A,,,,,,23,,184,,,,,,
Baham,Fc Lagweu B,,,,,,35,,186,,,,,,
Baham,Lycee Bilingue De Baham A,,,,,,17,,55,,,,,,
Baham,Mc Penkwa A,,,,,,63,,79,,,,,,
Baham,Mc Poumze A,,,,,,53,,62,,,,,,
Baham,Mc Saint Andre A,,,,,,26,,87,,,,,,
Batie,,,,,,,,,,,,,,,
Batie,Cebec Chefferie A,360,121,120,01,,43,02,66,00,00,00,00,06,03
Batie,Cebec Famgoum Ii A,285,148,,02,,76,0,63,02,00,01,01,02,06
Batie,Ces Balig A,146,106,,01,,48,00,45,01,02,00,01,00,08
Batie,Csi Bametchetcha A,85,48,,01,,35,0,05,0,0,01,0,03,03
Batie,E Mat De Bachepang A,311,234,228,04,02,156,04,54,01,01,01,00,02,09
Batie,E P De Nsoo A,83,56,,00,,28,,27,,,,,01,
Batie,Emc Balig A,279,134,,01,,64,01,62,,1,0,,,5
Batie,Emc Famgoum Ii A,337,172,,03,,65,0,86,00,00,01,01,06,10
Batie,Ep Badjeugou A,264,149,,01,,,,,,,,,,
Fokoue,,,,,,,,,,,,,,,
Fokoue,Foyer Fokoue A,157,145,145,,,95,1,34,2,1,,,2,10
Fokoue,Poste Agricole Bamegwou A,143,114,113,1,,52,,37,1,2,1,,,20
Penka Michel,,,,,,,,,,,,,,,
Penka Michel,C S I Bamendou Chefferie A,342,221,,3,,86,2,99,2,0,,0,4,25
Penka Michel,Ces Bilingue De Ngouang A,257,156,,5,,28,2,94,0,2,,1,1,22
Penka Michel,Cetic Bamendou King Place A,367,234,,,,108,0,104,0,1,,0,,6
Penka Michel,Cooperative Batoula A,160,117,,,,61,1,49,0,0,,2,0,5
Penka Michel,Ec Bamendou Leo A,175,134,,1,,76,2,36,4,1,,4,1,7
Penka Michel,Ec Bamendou Poping A,198,145,,,,80,1,42,2,1,,1,2,15
Penka Michel,Ep Dedeng A,194,142,,1,,67,0,65,2,0,,0,1,4
Penka Michel,Ep Messing A,202,160,,1,,120,2,30,0,1,,1,1,4
Penka Michel,Ep Nguimeto A,184,130,,,,53,0,63,2,0,,0,1,8
Penka Michel,Ep Nkotsa A,450,411,,1,,85,0,212,1,0,,0,0,9
Penka Michel,Ep Nkotsa B,54,36,,,,18,0,17,1,0,,0,0,0
Penka Michel,Ep Panni A,223,154,,,,97,0,44,0,0,,0,4,4
Penka Michel,Foyer Balefock A,336,232,,,,87,2,99,2,5,,3,3,24
Penka Michel,Foyer Batoula A,198,136,,1,,57,6,40,2,1,,4,3,17
Penka Michel,Foyer Messing A,213,145,,2,,58,0,69,1,3,,3,0,6
Bangangte,,,,,,,,,,,,,,,
Bangangte,Dispensaire Bamena A,422,159,159,03,0,62,0,81,04,01,0,01,01,06
Bangangte,District De Sante De Bgte B,399,176,,04,0,79,01,80,04,0,0,01,01,12
Bangangte,Ecole Maternelle Bilingue Quartier 2 A,413,200,200,04,02,79,04,90,08,01,01,01,01,12
Bangangte,Ecole Maternelle Bilingue Quartier 2 B,,,,,,84,02,77,03,02,00,00,02,11
Bangangte,Ep Groupe 4 D,349,187,183,04,00,59,01,108,07,00,00,01,03,04
Bangangte,Ep Kamna B,,40,40,01,00,12,00,23,00,01,00,00,01,02
Bangangte,Ep Kontap A,317,192,,,,102,04,100,02,03,00,01,03,10
Bangangte,Foyer Bandjoun De Bgte A,460,271,215,06,00,106,00,135,09,01,01,00,01,04
Bangangte,Foyer Bandjoun De Bgte B,399,145,145,00,00,41,00,89,07,03,01,00,00,04
Bangangte,Foyer Ndepnou A,272,178,178,02,02,76,03,82,01,00,02,01,01,08
Bangangte,Lycee Classique De Bgte A,444,298,298,00,00,185,06,80,09,00,02,00,03,01
Bangangte,Lycee De Babou A,104,101,101,00,00,87,00,08,04,00,01,00,00,01
Bangangte,Lycee Technique De Bgte C,97,37,37,00,00,22,00,22,00,00,00,00,00,01
Tonga,,,,,,,,,,,,,,,
Tonga,Case Communautaire Quartier 05 A,295,141,141,0,0,76,0,39,1,0,0,0,1,24
Tonga,Cebec A,472,254,251,03,0,116,1,85,2,1,3,3,10,30
Tonga,Cebec B,358,308,308,0,0,213,0,64,5,2,3,01,4,16
Tonga,Cebec C,355,147,147,3,0,67,0,49,1,3,0,2,4,18
Tonga,Cebec D,143,74,74,01,0,67,0,25,1,0,0,02,5,18
Tonga,Ces Bilingue Bandounga A,113,112,111,01,0,97,01,10,0,0,0,0,0,03
Tonga,Ecole Bilingue A,91,95,,,,53,,25,,1,,,5,11
Tonga,Em Leumthe A,378,201,19605,,,94,0,61,03,2,0,1,10,25
Tonga,Ep Bandounga A,270,228,228,,,204,0,18,0,0,0,0,0,6
Tonga,Ep Bandounga B,240,237,240,1,,220,0,15,0,0,0,0,1,3
Tonga,Ep Djantchali A,89,87,87,0,,88,,01,1,,,,,1
Tonga,Ep Gendarmerie A,416,381,379,02,,287,1,165,,1,1,1,2,21
Tonga,Ep Gendarmerie B,225,180,176,4,,118,,30,3,,,,9,16
Tonga,Ep Maham 2 A,225,89,89,,,69,1,12,1,,,,2,4
Tonga,Ep Medima A,114,111,,,,101,,5,,1,,,,4
Tonga,Ep Tonga A,316,190,187,3,,101,01,62,01,03,01,,03,15
Tonga,Ep Tonga C A,286,234,233,01,,139,02,78,,02,,01,03,09
Tonga,Foyer Babitchoua A,216,220,218,02,,206,,07,,,,,,05
Tonga,Foyer Balloua A,242,210,208,02,,196,,08,,,01,,,03
Tonga,Foyer Balloua B,217,222,204,,,169,,27,,,,,,08
Tonga,Foyer Municipal A,396,198,189,09,,64,,86,01,02,03,01,07,25
Tonga,Inspection Primaire A,253,120,120,03,02,74,01,27,02,02,,,05,07
Tonga,Lycee Technique A,352,214,211,02,,89,03,87,04,03,03,,04,18
Tonga,Lycee Tonga A,388,280,279,01,,192,01,62,01,01,02,01,08,11
Tonga,Lycee Tonga B,308,275,278,,,210,01,51,,,,02,02,12
Tonga,Maison Communautaire Fagno A,204,199,,,,198,,01,,,,,,
Tonga,Maison Communautaire Medima A,80,76,76,,,57,,17,,,,,,02
Tonga,Maison Communautaire Qtr 13 A,78,59,58,01,,42,81,13,,,,,,02
Tonga,Mission Catholique B,394,180,177,03,,93,02,55,02,01,02,03,03,16
Tonga,Mission Catholique C,92,96,96,,,61,,19,07,01,,,03,05
Foumban,,,,,,,,,,,,,,,
Foumban,Centre De Promotion De La Femme A,,,,,,125,0,13,5,0,0,108,0,0
Foumban,Commune Rurale De Foumban B,,249,,,,99,2,14,12,0,0,117,4,1
Foumban,Delegation Dep Des Affaires Sociales A,,,,,,68,2,5,5,0,0,117,0,0
Foumban,Delegation Departementale Elevage A,,,,,,57,0,4,3,0,0,36,2,0
Foumban,Ecole Annexe Groupe I A,,,,,,77,1,6,3,0,0,194,,4
Foumban,Ecole Cebec Njisse A,,,,,,111,3,7,6,0,0,134,0,0
Foumban,Ecole Cebec Njisse B,,,,,,100,2,4,5,0,1,147,0,1
Foumban,Ecole Cebec Njisse C,,,,,,110,3,8,7,0,0,107,0,0
Foumban,Ecole Des Infirmiers Diplomes Detat A,,,,,,29,0,32,5,0,0,26,1,0
Foumban,Ecole Publique De Gbetpefa A,,,,,,141,2,2,2,0,0,153,0,0
Foumban,Ecole Publique De Kounga A,,,,,,87,1,27,13,2,0,78,27,1
Foumban,Ecole Publique De Kounga B,,,,,,79,2,,15,0,12,13,0,1
Foumban,Ecole Publique De Njiloum B,,,,,,90,1,8,9,0,0,105,0,0
Foumban,Ecole Publique De Njinka A,,,,,,46,2,8,3,0,0,225,0,0
Foumban,Ecole Publique De Njinka B,,,,,,36,5,9,4,0,0,212,0,0
Foumban,Ecole Publique De Njinka C,,,,,,36,5,9,4,0,0,212,0,0
Foumban,Inspection Darrond Deducation De Base A,,,,,,32,1,7,0,0,0,33,2,1
Foumban,Lycee Bilingue De Foumban B,,,,,,62,1,37,11,0,0,107,0,2
Foumban,Lycee Classique De Foumban C,,,,,,19,0,14,7,0,0,29,0,2
Foumban,Service Departemental Des Domaines B,,,,,,75,0,4,5,0,0,72,1,1
Kouoptamo,,,,,,,,,,,,,,,
Kouoptamo,Cebec Bankouop A,446,288,282,06,02,171,01,20,16,03,02,43,07,19
Kouoptamo,Centre De Sante Integre De La Chanas A,426,275,274,01,00,182,03,20,06,04,00,30,05,24
Kouoptamo,Ecole Franco Islamique S Prefecture A,346,230,228,01,01,83,00,01,2,00,00,142,00,0
Kouoptamo,Ecole Maternelle De La Mairie A,435,261,258,01,02,128,03,16,07,01,04,76,10,13
Kouoptamo,Ecole Maternelle De La Mairie B,420,242,239,03,01,98,04,24,07,04,00,80,00,18
Kouoptamo,Ecole Pub De Njindoun A,471,322,322,10,01,103,07,06,04,01,01,190,00,00
Kouoptamo,Ecole Publique De Ngouendam A,343,197,197,0,0,80,04,09,00,00,00,103,01,00
Kouoptamo,Ecole Publique De Ngouenjiamgbie A,396,257,254,02,01,99,02,03,05,00,01,133,04,06
Kouoptamo,Ecole Publique De Ngouenjingoumbe A,262,160,155,05,05,119,00,12,02,01,00,20,01,00
Kouoptamo,Ecole Publique De Nkouncha A,220,162,160,01,01,84,03,03,00,00,00,69,00,01
Kouoptamo,Ecole Publique Njingoumbe Marche A,426,292,291,01,00,122,01,07,04,01,03,150,01,02
Kouoptamo,Ecole Publique Njingoumbe Njissen A,342,258,258,00,00,127,04,05,01,01,01,116,03,00
Kouoptamo,Mission Catholique De Kouomboum A,440,307,306,01,0,98,02,21,04,04,01,106,09,07
Kouoptamo,Poste Agricole A,240,157,156,01,00,95,03,02,00,01,00,54,00,01
Malantouen,,,,,,,,,,,,,,,
Malantouen,Centre Evangelique De Mantambouoh A,246,213,212,1,0,75,1,9,1,1,0,127,0,0
Malantouen,Cepca Manje Koutou A,318,,,,,120,7,5,2,0,0,75,1,1
Malantouen,Cepca Njighait A,132,99,99,0,0,38,1,3,0,1,0,56,0,0
Malantouen,E P De Malong A,94,86,86,0,0,84,0,1,0,0,0,1,0,0
Malantouen,Ecole Franco Islamic De Mankare A,365,286,284,2,1,138,2,3,0,0,0,141,0,0
Malantouen,Ecole Franco Islamique Manjouom A,147,114,113,0,1,50,0,4,0,0,0,59,0,0
Malantouen,Ecole Franco Islamique Njingbabayit A,301,201,198,2,3,51,1,17,0,2,0,126,1,0
